value,column,description
silnie zasadowy,odczyn_ph,"Wysokie pH, zwykle stosowane w preparatach do usuwania ciężkich tłustych zabrudzeń, przypaleń i osadów przemysłowych. Wymaga ostrożności, odpowiedniego rozcieńczenia i środków ochrony, ponieważ może podrażniać skórę oraz uszkadzać delikatne powierzchnie."
zasadowy,odczyn_ph,"Odczyn pH powyżej 7, typowy dla środków skutecznie usuwających tłuszcze, oleje i zabrudzenia organiczne. Przy stosowaniu warto sprawdzić zalecenia producenta, bo niektóre materiały mogą być wrażliwe na zasady."
aluminium,odradzane_powierzchnie,"Lekki metal stosowany w ramach, obudowach, elementach kuchennych i pojazdach. Nieodpowiednie środki, zwłaszcza silnie zasadowe lub kwaśne, mogą powodować matowienie, przebarwienia i korozję."
armatura łazienkowa,odradzane_powierzchnie,"Baterie, krany i elementy prysznicowe zwykle pokryte chromem lub inną dekoracyjną powłoką. Zbyt mocne kwasy, chlor lub środki ścierne mogą powodować matowienie, przebarwienia i uszkodzenie powłoki."
beton,odradzane_powierzchnie,"Mineralna, porowata powierzchnia, która może chłonąć wodę, oleje i środki chemiczne. Preparaty kwaśne lub zbyt agresywne mogą osłabiać strukturę, powodować wykwity, odbarwienia lub pylenie."
brąz,odradzane_powierzchnie,"Stop miedzi, często używany w elementach dekoracyjnych, armaturze i okuciach. Agresywne środki, kwasy lub chlor mogą powodować ciemnienie, przebarwienia, korozję albo usunięcie patyny."
błony śluzowe,odradzane_powierzchnie,"Delikatne tkanki w okolicach oczu, nosa, ust i miejsc intymnych, bardzo wrażliwe na detergenty i środki dezynfekcyjne. Kontakt z chemią czyszczącą może powodować pieczenie, podrażnienie lub uszkodzenie tkanek."
delikatne tkaniny,odradzane_powierzchnie,"Materiały takie jak jedwab, wełna, wiskoza czy cienkie tkaniny syntetyczne łatwo ulegają odbarwieniom i deformacji. Agresywne detergenty, wybielacze lub rozpuszczalniki mogą zniszczyć włókna albo zmienić kolor."
drewno,odradzane_powierzchnie,"Materiał naturalny wrażliwy na nadmiar wilgoci, silne detergenty i środki alkaliczne. Niewłaściwe czyszczenie może uszkodzić powłokę ochronną, spowodować pęcznienie, odbarwienia lub utratę połysku."
drewno niezabezpieczone,odradzane_powierzchnie,"Surowe drewno bez lakieru, oleju lub impregnatu szybko chłonie wodę i chemię. Kontakt z nieodpowiednim środkiem może powodować pęcznienie, odbarwienia, szorstkość lub trwałe plamy."
elementy hamulców,odradzane_powierzchnie,"Części układu hamulcowego, takie jak tarcze, klocki, zaciski czy przewody, wymagają środków przeznaczonych do motoryzacji. Nieodpowiednia chemia może zostawić śliski osad, uszkodzić gumę lub obniżyć skuteczność hamowania."
guma,odradzane_powierzchnie,"Elastyczny materiał stosowany m.in. w uszczelkach, oponach i elementach ochronnych. Niektóre rozpuszczalniki, oleje lub silne detergenty mogą powodować pęcznienie, kruszenie, odbarwienia i utratę elastyczności."
kamień naturalny,odradzane_powierzchnie,"Marmur, granit, trawertyn czy piaskowiec mogą reagować z kwasami, zasadami lub silnymi odtłuszczaczami. Nieodpowiedni preparat może zmatowić powierzchnię, wywołać przebarwienia albo uszkodzić strukturę kamienia."
korek,odradzane_powierzchnie,"Lekki, porowaty materiał naturalny stosowany m.in. na podłogach i okładzinach. Łatwo chłonie płyny, dlatego silna chemia lub nadmiar wody mogą powodować pęcznienie, kruszenie i przebarwienia."
linoleum,odradzane_powierzchnie,"Naturalna wykładzina podłogowa produkowana m.in. z oleju lnianego, żywic i mączki drzewnej. Silne zasady, rozpuszczalniki lub nadmiar wody mogą odbarwić, zmiękczyć albo zmatowić jej powierzchnię."
materiały wrażliwe na wodę,odradzane_powierzchnie,"Powierzchnie, które mogą pęcznieć, odkształcać się, rozwarstwiać lub plamić pod wpływem wilgoci, np. surowe drewno, korek, papier, niektóre tekstylia i płyty meblowe. Wymagają minimalnej ilości płynu lub metod czyszczenia na sucho."
metale kolorowe,odradzane_powierzchnie,"Metale inne niż żelazo, np. aluminium, miedź, mosiądz czy cynk. Wiele silnych środków kwaśnych lub zasadowych może powodować przebarwienia, matowienie i korozję tych powierzchni."
miedź,odradzane_powierzchnie,"Metal o charakterystycznym czerwonawym kolorze, używany w elementach dekoracyjnych i instalacyjnych. Agresywna chemia może powodować przebarwienia, naloty lub przyspieszoną korozję, dlatego wymaga łagodnych preparatów."
mosiądz,odradzane_powierzchnie,"Stop miedzi i cynku stosowany w okuciach, klamkach, armaturze i elementach dekoracyjnych. Agresywne środki mogą powodować ciemnienie, plamy lub uszkodzenie warstwy ochronnej, dlatego wymaga delikatnego czyszczenia."
nietrwałe kolory,odradzane_powierzchnie,"Barwniki lub nadruki, które mogą się spierać, blaknąć albo farbować pod wpływem wody, detergentu lub rozpuszczalników. Przed czyszczeniem wymagają testu trwałości koloru w mało widocznym miejscu."
oczy,odradzane_powierzchnie,"Bardzo wrażliwy narząd narażony na poważne uszkodzenia przy kontakcie z chemią. Nawet niewielka ilość środka czyszczącego może wywołać pieczenie, podrażnienie, oparzenie lub uszkodzenie wzroku."
otwarte rany,odradzane_powierzchnie,"Uszkodzona skóra bez naturalnej bariery ochronnej, szczególnie podatna na podrażnienia i zakażenia. Środki czyszczące nieprzeznaczone do stosowania medycznego mogą wywołać ból, oparzenie chemiczne lub opóźnić gojenie."
panele,odradzane_powierzchnie,"Podłogi panelowe, zwłaszcza laminowane, mają warstwową budowę i są wrażliwe na wodę oraz silną chemię. Nadmiar płynu może wnikać w łączenia, powodując puchnięcie krawędzi i odklejanie warstw."
parkiet,odradzane_powierzchnie,"Drewniana podłoga, zwykle zabezpieczona lakierem, olejem lub woskiem, wrażliwa na wilgoć i agresywne detergenty. Nieodpowiedni środek może uszkodzić warstwę ochronną, spowodować matowienie, plamy lub pęcznienie drewna."
piekarniki samoczyszczące,odradzane_powierzchnie,"Piekarniki z powłoką katalityczną lub funkcją pyrolizy wspomagającą usuwanie zabrudzeń. Silne środki do piekarników mogą uszkodzić specjalną powłokę, dlatego należy stosować wyłącznie preparaty dopuszczone przez producenta urządzenia."
powierzchnie chłonne,odradzane_powierzchnie,"Materiały porowate, takie jak surowe drewno, nieimpregnowany kamień czy tynk, łatwo wchłaniają płyny. Środki czyszczące mogą wniknąć w głąb, powodując plamy, odbarwienia lub trudne do usunięcia pozostałości."
powierzchnie lakierowane,odradzane_powierzchnie,"Powierzchnie pokryte warstwą lakieru ochronnego lub dekoracyjnego, np. meble, drzwi, pojazdy i urządzenia. Zbyt mocne rozpuszczalniki, zasady lub ścierne środki mogą zmatowić lakier, odbarwić go albo usunąć powłokę."
powierzchnie ocynkowane,odradzane_powierzchnie,"Stal pokryta warstwą cynku chroniącą przed korozją. Silnie kwaśne lub zasadowe środki mogą naruszać ocynk, powodując matowienie, plamy i przyspieszoną korozję."
powierzchnie wrażliwe na alkohol,odradzane_powierzchnie,"Materiały, które mogą matowieć, pękać, odbarwiać się lub tracić powłokę pod wpływem alkoholu, np. niektóre tworzywa, lakiery i ekrany. Nie należy stosować na nich preparatów alkoholowych bez testu w mało widocznym miejscu."
powierzchnie wrażliwe na chlor,odradzane_powierzchnie,"Materiały i powłoki, które mogą reagować z wybielaczami chlorowymi, np. stal nierdzewna, kolorowe tkaniny, guma lub niektóre tworzywa. Chlor może powodować odbarwienia, korozję, matowienie albo osłabienie materiału."
powierzchnie wrażliwe na kwasy,odradzane_powierzchnie,"Materiały, które mogą ulec uszkodzeniu pod wpływem środków kwaśnych, np. marmur, wapień, lastryko, beton oraz niektóre metale. Kwasy mogą powodować wytrawienia, matowienie, przebarwienia lub korozję."
powierzchnie wrażliwe na odtłuszczacze,odradzane_powierzchnie,"Materiały lub powłoki, które mogą zostać uszkodzone przez środki silnie usuwające tłuszcz, np. lakierowane, olejowane, gumowe lub niektóre tworzywa. Odtłuszczacz może zmyć warstwę ochronną, zmatowić powierzchnię albo spowodować pękanie."
powierzchnie wrażliwe na zasady,odradzane_powierzchnie,"Materiały, które źle reagują na preparaty alkaliczne, np. niektóre metale, lakiery, linoleum czy powłoki ochronne. Środki zasadowe mogą powodować matowienie, odbarwienia, pęcznienie lub usunięcie zabezpieczeń."
powierzchnie zabezpieczone polimerem,odradzane_powierzchnie,"Podłogi lub inne materiały pokryte warstwą polimerową nadającą połysk i ochronę. Nieodpowiednie środki, zwłaszcza silnie zasadowe, rozpuszczalnikowe lub ścierne, mogą zdjąć powłokę i pogorszyć wygląd powierzchni."
rozgrzane powierzchnie,odradzane_powierzchnie,"Powierzchnie o podwyższonej temperaturze, np. urządzenia po pracy lub elementy nagrzane słońcem. Środek może zbyt szybko odparować, pozostawić plamy, uszkodzić materiał lub zwiększyć ryzyko oparzeń i wdychania oparów."
skóra,odradzane_powierzchnie,"Skóra człowieka jest wrażliwa na działanie wielu detergentów, kwasów, zasad i rozpuszczalników. Kontakt z nieprzeznaczonym produktem może powodować podrażnienia, wysuszenie, oparzenia lub reakcje alergiczne."
skóra naturalna,odradzane_powierzchnie,"Materiał pochodzenia naturalnego, wymagający delikatnego czyszczenia i zachowania natłuszczenia. Silne detergenty, alkohol lub rozpuszczalniki mogą ją wysuszyć, odbarwić, popękać albo usunąć warstwę ochronną."
stal,odradzane_powierzchnie,"Metal stosowany w wyposażeniu i konstrukcjach, podatny na korozję w kontakcie z niektórymi kwasami, chlorem lub solami. Niewłaściwy preparat może powodować rdzę, plamy, naloty albo utratę połysku."
szkło akrylowe,odradzane_powierzchnie,"Tworzywo przezroczyste znane też jako pleksi, bardziej miękkie i wrażliwe niż szkło mineralne. Rozpuszczalniki, alkohol lub agresywne środki mogą powodować matowienie, mikropęknięcia i zarysowania."
szyba czołowa,odradzane_powierzchnie,"Laminowane szkło samochodowe z powłokami i elementami uszczelniającymi wokół. Nieodpowiednie środki mogą zostawić smugi, uszkodzić powłoki hydrofobowe lub osłabić uszczelki i elementy plastikowe."
twarz,odradzane_powierzchnie,"Szczególnie wrażliwy obszar skóry w pobliżu oczu, ust i dróg oddechowych. Środki czyszczące nie powinny być stosowane na twarz, bo mogą powodować podrażnienia, oparzenia lub wdychanie drażniących oparów."
tworzywa wrażliwe na rozpuszczalniki,odradzane_powierzchnie,"Plastiki, które mogą reagować z rozpuszczalnikami, np. pęcznieć, matowieć, pękać lub tracić połysk. Przed użyciem środka warto sprawdzić odporność materiału na mało widocznym fragmencie."
zamsz i nubuk,odradzane_powierzchnie,"Delikatne skóry o matowej, chłonnej powierzchni z krótkim włosiem. Woda, detergenty i rozpuszczalniki mogą powodować plamy, odbarwienia oraz sklejenie lub zniszczenie struktury włókien."
zmywarki domowe,odradzane_powierzchnie,"Urządzenia przeznaczone do mycia naczyń w warunkach domowych, o mniejszej odporności niż sprzęt gastronomiczny. Profesjonalne środki o wysokim stężeniu mogą uszkodzić elementy zmywarki, uszczelki lub pozostawić niepożądane osady."
żeliwo,odradzane_powierzchnie,"Stop żelaza o porowatej strukturze, często spotykany w elementach technicznych i kuchennych. Wilgoć, kwasy lub silne środki mogą przyspieszać rdzewienie i uszkadzać warstwę ochronną."
żywność,odradzane_powierzchnie,"Produkty przeznaczone do spożycia, które nie mogą mieć kontaktu z chemią czyszczącą. Środki czystości mogą zanieczyścić żywność i stanowić zagrożenie dla zdrowia."
aerozol łatwopalny,ostrzezenia_bhp,"Aerozol łatwopalny zawiera gaz lub składniki, które mogą zapalić się od iskry, płomienia albo wysokiej temperatury. Należy używać go z dala od źródeł ognia i nie przechowywać w nagrzanych miejscach."
aplikować i spłukać,ostrzezenia_bhp,"Metoda polega na naniesieniu preparatu na powierzchnię, odczekaniu wymaganego czasu działania i dokładnym spłukaniu wodą. Ważna szczególnie przy środkach do kuchni, sanitariatów lub powierzchni mających kontakt z żywnością."
aplikować na ciepło,ostrzezenia_bhp,"Technika polega na stosowaniu preparatu na podgrzaną powierzchnię lub z użyciem ciepłej wody, aby zwiększyć skuteczność rozpuszczania tłuszczu i zabrudzeń. Należy przestrzegać temperatur zalecanych przez producenta, aby uniknąć oparzeń lub uszkodzenia powierzchni."
aplikować na lakier,ostrzezenia_bhp,"Zalecenie lub ostrzeżenie dotyczące nakładania preparatu na powierzchnie lakierowane, np. karoserię lub fronty mebli. Lakier może matowieć, odbarwiać się lub rysować, dlatego warto sprawdzić zgodność środka i wykonać próbę w mało widocznym miejscu."
dobrać dozowanie,ostrzezenia_bhp,"Oznacza konieczność użycia ilości środka zgodnej z zaleceniami producenta lub stopniem zabrudzenia. Zbyt mała dawka może nie zadziałać, a zbyt duża zwiększa koszty, ryzyko smug i podrażnień."
dobrać stężenie,ostrzezenia_bhp,"Wymaga przygotowania roztworu o odpowiedniej mocy, zwykle przez rozcieńczenie koncentratu wodą. Zbyt wysokie stężenie może uszkodzić powierzchnie lub być niebezpieczne dla użytkownika, a zbyt niskie obniża skuteczność mycia."
instrukcja urządzenia,ostrzezenia_bhp,"Zalecenie, aby stosować produkt zgodnie z instrukcją maszyny, np. zmywarki, odkurzacza piorącego, automatu szorującego lub dozownika. Nieprawidłowy środek albo dawka mogą uszkodzić urządzenie lub pogorszyć efekt czyszczenia."
karta charakterystyki,ostrzezenia_bhp,"Dokument bezpieczeństwa środka chemicznego opisujący zagrożenia, środki ochrony, pierwszą pomoc, magazynowanie i postępowanie w razie wycieku. Ważna dla bezpiecznego użytkowania produktów profesjonalnych i oceny ryzyka na stanowisku pracy."
karta stanowiskowa,ostrzezenia_bhp,"Instrukcja BHP przygotowana dla konkretnego miejsca pracy lub czynności, np. mycia podłóg, dezynfekcji czy pracy ze zmywarką. Pomaga pracownikowi wiedzieć, jak bezpiecznie używać środka i jakich środków ochrony użyć."
nie do pieców parowych,ostrzezenia_bhp,"Ostrzeżenie, że preparat nie jest przeznaczony do urządzeń pracujących z parą lub wysoką temperaturą, takich jak piece konwekcyjno-parowe. Użycie niewłaściwej chemii może powodować opary, korozję, uszkodzenie urządzenia albo niebezpieczne reakcje."
nie do zmywarek,ostrzezenia_bhp,"Informacja, że produkt nie powinien być stosowany w zmywarkach gastronomicznych ani domowych. Może się nadmiernie pienić, uszkodzić urządzenie lub pozostawić pozostałości na naczyniach."
nie mieszać chemikaliów,ostrzezenia_bhp,"Zakaz łączenia różnych środków czyszczących bez wyraźnego zalecenia producenta. Mieszanie może wywołać niebezpieczne reakcje, wydzielanie toksycznych gazów, wzrost temperatury lub utratę skuteczności."
nie mieszać z zasadami,ostrzezenia_bhp,"Ostrzeżenie przed łączeniem produktu, zwykle kwaśnego, ze środkami alkalicznymi. Taka reakcja może być gwałtowna, powodować pryskanie, pienienie, wzrost temperatury lub osłabienie działania preparatu."
nie połykać,ostrzezenia_bhp,"Podstawowe ostrzeżenie BHP, że preparat nie jest przeznaczony do spożycia. Połknięcie może spowodować podrażnienia, zatrucie lub oparzenia przewodu pokarmowego i wymaga postępowania zgodnie z etykietą lub kartą charakterystyki."
nie przemaczać,ostrzezenia_bhp,"Zalecenie, aby nie nanosić nadmiernej ilości płynu na czyszczoną powierzchnię, szczególnie tekstylia, drewno, panele lub wykładziny. Przemoczenie może powodować odkształcenia, plamy, rozwój zapachu lub długi czas schnięcia."
nie rozpylać na gorące,ostrzezenia_bhp,"Ostrzeżenie przed nanoszeniem aerozolu lub spryskiwacza na rozgrzane powierzchnie. Wysoka temperatura może powodować szybkie parowanie, wdychanie oparów, ryzyko poparzenia lub uszkodzenie materiału."
nie rozpylać na twarz,ostrzezenia_bhp,"Zakaz kierowania strumienia preparatu w stronę twarzy użytkownika lub innych osób. Kontakt z oczami, ustami lub drogami oddechowymi może spowodować podrażnienie, kaszel albo inne reakcje zdrowotne."
nie stosować na skórę,ostrzezenia_bhp,"Informacja, że środek nie jest kosmetykiem ani preparatem do higieny osobistej. Kontakt ze skórą może powodować wysuszenie, podrażnienie, alergię lub oparzenia chemiczne."
nie stosować na żywność,ostrzezenia_bhp,"Zakaz nanoszenia preparatu bezpośrednio na produkty spożywcze. Środki czyszczące i dezynfekujące mogą pozostawiać pozostałości chemiczne, dlatego stosuje się je na powierzchnie i zgodnie z wymaganym spłukaniem lub czasem odparowania."
nie stosować przy ogniu,ostrzezenia_bhp,"Ostrzeżenie przed użyciem produktu w pobliżu płomienia, iskier lub źródeł zapłonu. Dotyczy szczególnie preparatów alkoholowych, aerozoli i rozpuszczalnikowych, które mogą być łatwopalne."
nie stosować rozgrzane,ostrzezenia_bhp,"Zalecenie, aby nie używać preparatu, gdy sam produkt lub czyszczona powierzchnia są rozgrzane. Podwyższona temperatura może zwiększać parowanie, ryzyko oparzeń, niekontrolowane reakcje lub uszkodzenia powierzchni."
ochrona oczu i rąk,ostrzezenia_bhp,"Zalecenie stosowania środków ochrony osobistej, najczęściej rękawic i okularów, podczas pracy z chemią czyszczącą. Chroni przed podrażnieniami, oparzeniami chemicznymi oraz przypadkowym zachlapaniem."
okulary ochronne,ostrzezenia_bhp,"Środek ochrony osobistej zabezpieczający oczy przed kroplami, aerozolem lub rozpryskami preparatu. Szczególnie ważne przy koncentratach, środkach kwaśnych, zasadowych i produktach aplikowanych spryskiwaczem."
pojemnik pod ciśnieniem,ostrzezenia_bhp,"Ostrzeżenie dotyczące aerozoli lub pianek, których opakowanie zawiera sprężony gaz. Nie wolno go przebijać, ogrzewać ani wrzucać do ognia, bo może pęknąć lub wybuchnąć."
produkt alkaliczny,ostrzezenia_bhp,"Preparat o zasadowym odczynie, często skuteczny przy tłuszczu, białku i silnych zabrudzeniach organicznych. Może podrażniać skórę, oczy i uszkadzać wrażliwe powierzchnie, dlatego wymaga właściwego rozcieńczenia i ochrony."
produkt kwaśny,ostrzezenia_bhp,"Preparat o kwaśnym odczynie, zwykle stosowany do kamienia, rdzy i osadów mineralnych. Może uszkadzać marmur, kamień wapienny, fugi lub metale oraz wymaga ostrożności przy kontakcie ze skórą i oczami."
produkt łatwopalny,ostrzezenia_bhp,"Preparat zawierający składniki, które mogą zapalić się od iskry, płomienia lub wysokiej temperatury. Należy używać go z dala od źródeł ognia i dobrze wentylować pomieszczenie."
przechowywać 5–25°c,ostrzezenia_bhp,"Zalecenie przechowywania preparatu w umiarkowanej temperaturze, zwykle między 5 a 25°C. Chroni produkt przed zamarznięciem, przegrzaniem i utratą skuteczności."
przechowywać sucho,ostrzezenia_bhp,"Zalecenie trzymania produktu w miejscu bez wilgoci i kontaktu z wodą. Jest ważne zwłaszcza dla proszków, tabletek i koncentratów, które mogą się zbrylać, rozkładać lub tracić właściwości."
przerwać przy podrażnieniu,ostrzezenia_bhp,"Zalecenie natychmiastowego zakończenia pracy z produktem, jeśli pojawi się pieczenie, zaczerwienienie skóry, kaszel lub łzawienie oczu. Dalszy kontakt może nasilić reakcję i wymagać konsultacji medycznej."
przewietrzyć,ostrzezenia_bhp,"Zalecenie zapewnienia dopływu świeżego powietrza podczas lub po użyciu środka czyszczącego. Ogranicza wdychanie oparów, zapachów i aerozoli mogących podrażniać drogi oddechowe."
próba wstępna,ostrzezenia_bhp,"Zalecenie sprawdzenia produktu na małym, mało widocznym fragmencie powierzchni przed pełnym użyciem. Pomaga uniknąć odbarwień, uszkodzeń materiału lub niepożądanej reakcji."
płukać oczy wodą,ostrzezenia_bhp,Zalecenie pierwszej pomocy przy przypadkowym dostaniu się preparatu do oczu. Oczy należy płukać czystą wodą przez kilka minut i w razie utrzymującego się podrażnienia skontaktować się z lekarzem.
recykling opakowania,ostrzezenia_bhp,"Informacja, że puste opakowanie po produkcie należy segregować zgodnie z lokalnymi zasadami recyklingu. Przed wyrzuceniem zwykle powinno być opróżnione, aby ograniczyć ryzyko dla ludzi i środowiska."
rękawice ochronne,ostrzezenia_bhp,"Zalecenie stosowania rękawic podczas pracy z preparatem, zwłaszcza koncentratem, produktem kwaśnym lub zasadowym. Chronią skórę przed podrażnieniem, wysuszeniem i kontaktem z substancjami chemicznymi."
sprawdzić kolory,ostrzezenia_bhp,"Zalecenie kontroli trwałości barwników przed użyciem produktu, szczególnie na tekstyliach, tapicerce i dywanach. Pomaga uniknąć odbarwień, wyblaknięć lub przenoszenia koloru."
spłukać i osuszyć,ostrzezenia_bhp,"Zalecenie zmycia pozostałości preparatu wodą, a następnie wytarcia powierzchni do sucha. Ogranicza powstawanie zacieków, korozji, smug i ponownego osadzania się brudu."
spłukać pod ciśnieniem,ostrzezenia_bhp,"Technika usuwania środka i zabrudzeń silnym strumieniem wody, np. z myjki ciśnieniowej. Wymaga ostrożności, aby nie uszkodzić delikatnych powierzchni ani nie rozpylić chemii w kierunku osób."
spłukać wodą,ostrzezenia_bhp,"Zalecenie usunięcia pozostałości środka czyszczącego czystą wodą po określonym czasie działania. Zapobiega smugom, osadom, podrażnieniom skóry i kontaktowi chemii z żywnością lub użytkownikami."
stosować zgodnie,ostrzezenia_bhp,"Zalecenie używania produktu zgodnie z przeznaczeniem, dawkowaniem i instrukcją producenta. Zmniejsza ryzyko uszkodzenia powierzchni, nieskutecznego mycia lub zagrożeń dla użytkownika."
stosować zgodnie z etykietą,ostrzezenia_bhp,"Zalecenie przestrzegania informacji z etykiety, takich jak rozcieńczenie, czas działania, sposób aplikacji i środki ostrożności. Etykieta zawiera najważniejsze wskazówki bezpiecznego i skutecznego użycia produktu."
temperatura powierzchni,ostrzezenia_bhp,"Warunek dotyczący tego, czy czyszczona powierzchnia jest zimna, ciepła lub gorąca podczas aplikacji środka. Zbyt wysoka temperatura może przyspieszyć odparowanie produktu, zostawić smugi albo zwiększyć ryzyko reakcji i podrażnień."
temperatura wody,ostrzezenia_bhp,"Zalecenie określające, jak ciepłej lub zimnej wody używać do rozcieńczania i spłukiwania produktu. Zbyt wysoka lub zbyt niska temperatura może osłabić działanie środka albo zwiększyć ryzyko oparów, uszkodzeń powierzchni lub reakcji chemicznej."
unikać agresywnych środków,ostrzezenia_bhp,"Ostrzeżenie, aby nie stosować silnie żrących, ściernych lub reaktywnych preparatów razem z danym produktem albo na wrażliwej powierzchni. Może to zapobiec odbarwieniom, korozji, zmatowieniu lub niebezpiecznym reakcjom."
unikać alkoholu,ostrzezenia_bhp,"Zalecenie, aby nie łączyć produktu z preparatami alkoholowymi ani nie stosować alkoholu na danej powierzchni. Alkohol może uszkadzać niektóre tworzywa, powłoki ochronne i powierzchnie lakierowane oraz zwiększać ryzyko palności."
unikać aluminium,ostrzezenia_bhp,"Ostrzeżenie, że produkt może reagować z aluminium lub powodować jego matowienie, przebarwienia albo korozję. Szczególnie dotyczy to mocno kwaśnych i zasadowych środków czyszczących."
unikać chloru,ostrzezenia_bhp,"Zalecenie, aby nie mieszać produktu ze środkami chlorowymi, takimi jak wybielacze. Połączenie chloru z innymi chemikaliami, zwłaszcza kwasami, może uwalniać niebezpieczne opary."
unikać gorąca,ostrzezenia_bhp,"Ostrzeżenie, aby nie przechowywać ani nie stosować produktu w pobliżu źródeł ciepła, otwartego ognia lub nagrzanych powierzchni. Wysoka temperatura może zwiększać parowanie, ciśnienie w opakowaniu, palność lub rozkład składników."
unikać kontaktu z oczami,ostrzezenia_bhp,"Zalecenie ochrony oczu przed zachlapaniem produktem podczas dozowania, rozcieńczania lub aplikacji. Kontakt może powodować podrażnienie, pieczenie, łzawienie, a przy silniejszych preparatach także uszkodzenie oka."
unikać metali,ostrzezenia_bhp,"Ostrzeżenie, że preparat może działać korozyjnie lub odbarwiająco na niektóre metale. Przed użyciem na elementach metalowych warto sprawdzić zalecenia producenta i wykonać próbę."
unikać skóry i oczu,ostrzezenia_bhp,"Zalecenie stosowania rękawic i ochrony oczu, aby ograniczyć kontakt z produktem. Preparaty czyszczące mogą podrażniać, wysuszać lub uszkadzać skórę oraz powodować ból i podrażnienie oczu."
unikać wdychania,ostrzezenia_bhp,"Ostrzeżenie, aby nie wdychać aerozolu, mgły lub oparów powstających podczas stosowania produktu. Wdychanie może podrażniać drogi oddechowe, szczególnie przy sprayach, koncentratach i środkach o intensywnym zapachu."
unikać wody,ostrzezenia_bhp,"Zalecenie, aby nie rozcieńczać produktu wodą lub nie dopuszczać do kontaktu z wodą, jeśli producent tego nie przewiduje. Woda może zmienić skuteczność, spowodować reakcję chemiczną albo uszkodzić czyszczoną powierzchnię."
unikać zasad,ostrzezenia_bhp,"Ostrzeżenie, aby nie mieszać produktu z preparatami zasadowymi, takimi jak odtłuszczacze alkaliczne czy środki do pieców. Mieszanie kwasów i zasad może powodować gwałtowną reakcję, wydzielanie ciepła i utratę skuteczności."
unikać żywności,ostrzezenia_bhp,"Zalecenie, aby nie dopuszczać do kontaktu produktu z jedzeniem, napojami ani powierzchniami mającymi kontakt z żywnością bez późniejszego dokładnego spłukania. Chroni to przed skażeniem chemicznym i ryzykiem spożycia pozostałości środka."
użytek profesjonalny,ostrzezenia_bhp,"Oznaczenie produktu przeznaczonego dla przeszkolonych użytkowników, zwykle w firmach sprzątających, gastronomii, przemyśle lub instytucjach. Takie środki mogą wymagać odpowiedniego dozowania, środków ochrony osobistej i znajomości karty charakterystyki."
wentylacja,ostrzezenia_bhp,"Zalecenie zapewnienia dopływu świeżego powietrza podczas używania produktu. Dobra wentylacja ogranicza stężenie oparów i aerozoli, zmniejszając ryzyko podrażnienia dróg oddechowych."
wykonać próbę wstępną,ostrzezenia_bhp,"Zalecenie sprawdzenia działania środka na małym, mało widocznym fragmencie powierzchni przed pełnym zastosowaniem. Pomaga wykryć ryzyko odbarwienia, zmatowienia, uszkodzenia powłoki lub niepożądanej reakcji materiału."
zasady bezpieczeństwa,ostrzezenia_bhp,"Ogólne zalecenia dotyczące bezpiecznego stosowania, przechowywania i dozowania produktu czyszczącego. Obejmują m.in. użycie rękawic, ochrony oczu, wentylacji oraz unikanie mieszania niezgodnych środków."
środki ochrony osobistej,ostrzezenia_bhp,"Wyposażenie chroniące użytkownika podczas pracy z chemią, np. rękawice, okulary, maska lub fartuch. Dobiera się je do ryzyka kontaktu ze skórą, oczami lub drogami oddechowymi."
bez dodecylobenzenosulfonianów,zgodnosc_i_certyfikaty,"Formuła bez dodecylobenzenosulfonianów, czyli detergentów anionowych stosowanych do odtłuszczania i piany. Taka informacja bywa istotna przy wyborze łagodniejszych lub bardziej środowiskowo ukierunkowanych środków czyszczących."
bez edta,zgodnosc_i_certyfikaty,"Formuła bez EDTA, czyli związku wiążącego jony metali i wspomagającego działanie detergentów w twardej wodzie. Ważne dla użytkowników szukających preparatów o mniejszym obciążeniu środowiska."
bez eutrofizacji,zgodnosc_i_certyfikaty,"Deklaracja oznacza, że produkt został opracowany tak, aby ograniczać ryzyko wzbogacania wód w składniki odżywcze powodujące zakwity glonów. Ma znaczenie środowiskowe, szczególnie przy detergentach spłukiwanych do kanalizacji."
bez fosforanów,zgodnosc_i_certyfikaty,"Oznaczenie informuje, że produkt nie zawiera fosforanów stosowanych dawniej do zmiękczania wody i wzmacniania prania lub mycia. Jest ważne, ponieważ fosforany mogą przyczyniać się do zanieczyszczenia wód i nadmiernego rozwoju glonów."
bez nta,zgodnosc_i_certyfikaty,"Formuła bez NTA, czyli środka kompleksującego używanego do poprawy skuteczności mycia w twardej wodzie. Brak NTA jest istotny ze względu na ograniczenia bezpieczeństwa i preferencje dla łagodniejszych składów."
bez problematycznych składników,zgodnosc_i_certyfikaty,"Oznaczenie sugeruje, że produkt nie zawiera wybranych substancji uznawanych za szczególnie uciążliwe dla zdrowia, środowiska lub procesu użytkowania. Warto sprawdzić, jakie konkretnie składniki producent wyklucza i czy deklaracja jest potwierdzona dokumentacją."
bez sls,zgodnosc_i_certyfikaty,"Formuła bez SLS, czyli laurylosiarczanu sodu – silnego środka pieniącego, który u części użytkowników może wysuszać lub podrażniać skórę. Ważne szczególnie przy produktach do częstego mycia rąk lub powierzchni mających kontakt ze skórą."
