value,column,description
unikać wody alkoholu polimeru,ostrzezenia_bhp,"Zalecenie ostrożności wobec powierzchni lub powłok wrażliwych na wodę, alkohol albo preparaty polimerowe. Nieodpowiedni kontakt może powodować matowienie, rozpuszczenie warstwy ochronnej lub trwałe ślady."
unikać ran i śluzówek,ostrzezenia_bhp,"Środka nie należy stosować na uszkodzoną skórę, okolice ust, nosa, oczu ani inne śluzówki. Kontakt może powodować pieczenie, podrażnienie lub nasilenie uszkodzeń skóry."
spłukać ręce,ostrzezenia_bhp,"Zalecenie dokładnego opłukania rąk wodą po kontakcie z preparatem, zwłaszcza gdy produkt może pozostawiać aktywne składniki na skórze. Pomaga ograniczyć podrażnienia i przypadkowe przeniesienie środka."
karta i zasady bezpieczeństwa,ostrzezenia_bhp,"Karta charakterystyki oraz zasady BHP opisują zagrożenia produktu, środki ochrony, pierwszą pomoc i sposób przechowywania. Są ważne przy profesjonalnym stosowaniu chemii, szczególnie produktów drażniących, żrących lub łatwopalnych."
dezynfekcja rąk według producenta,ostrzezenia_bhp,"Preparat do dezynfekcji rąk należy stosować zgodnie z instrukcją producenta, zwłaszcza co do ilości, czasu wcierania i suchej skóry. Tylko prawidłowe użycie zapewnia deklarowaną skuteczność higieniczną."
spłukać i osuszyć,ostrzezenia_bhp,"Po czyszczeniu powierzchnię należy spłukać wodą i wytrzeć lub pozostawić do pełnego wyschnięcia. Usuwa to resztki chemii, ogranicza smugi oraz zmniejsza ryzyko poślizgu lub korozji."
oczyścić uszczelki,ostrzezenia_bhp,"Uszczelki należy regularnie czyścić z osadów, tłuszczu i resztek detergentów, aby zachowały szczelność i elastyczność. Zaniedbanie może prowadzić do przecieków, nieprzyjemnych zapachów lub rozwoju mikroorganizmów."
aplikować na ciepło,ostrzezenia_bhp,"Zalecenie stosowania preparatu na podgrzanej powierzchni lub z użyciem ciepłej wody, jeśli producent to dopuszcza. Wyższa temperatura może zwiększać skuteczność mycia, ale wymaga kontroli, aby nie uszkodzić powierzchni i nie zwiększyć emisji oparów."
recykling opakowania,ostrzezenia_bhp,"Informacja, że puste opakowanie po produkcie należy segregować i przekazać do odpowiedniego strumienia odpadów, jeśli jest czyste lub zgodne z lokalnymi zasadami. Pomaga ograniczyć ilość odpadów i spełnić wymagania środowiskowe."
użytek zewnętrzny,ostrzezenia_bhp,"Preparat przeznaczony do stosowania na zewnątrz budynków lub pojazdów, gdzie jest lepsza wentylacja i możliwość spłukiwania. Nie powinien być używany w zamkniętych pomieszczeniach, jeśli producent tego nie przewiduje."
unikać chloru,ostrzezenia_bhp,"Zalecenie, aby nie mieszać produktu ze środkami chlorowymi, np. wybielaczem lub preparatami na bazie podchlorynu. Takie połączenie może powodować niebezpieczne reakcje i wydzielanie drażniących gazów."
sprawdzić trwałość kolorów,ostrzezenia_bhp,"Przed użyciem należy wykonać próbę w mało widocznym miejscu, aby upewnić się, że materiał nie odbarwi się ani nie zmatowieje. Dotyczy szczególnie tkanin, wykładzin, tapicerki i powierzchni barwionych."
karta i zalecenia producenta,ostrzezenia_bhp,"Należy stosować produkt zgodnie z etykietą, kartą charakterystyki i instrukcją producenta. Dokumenty te określają bezpieczne rozcieńczenie, czas działania, środki ochrony i ograniczenia użycia."
unikać aluminium i wybielania,ostrzezenia_bhp,"Preparatu nie należy stosować na aluminium ani używać do wybielania, jeśli producent tego nie dopuszcza. Nieodpowiedni środek może powodować przebarwienia, korozję lub trwałe uszkodzenie powierzchni."
spłukać po 15 minutach,ostrzezenia_bhp,"Po maksymalnie 15 minutach działania preparat trzeba dokładnie usunąć wodą z czyszczonej powierzchni. Zbyt długi kontakt może zwiększyć ryzyko smug, odbarwień lub uszkodzenia materiału."
stosowanie okresowe,ostrzezenia_bhp,"Produkt przeznaczony do używania co pewien czas, np. przy gruntownym doczyszczaniu, odkamienianiu lub konserwacji, a nie do codziennego mycia. Pomaga utrzymać skuteczność czyszczenia bez nadmiernego obciążania powierzchni."
spłukać pod ciśnieniem,ostrzezenia_bhp,"Po aplikacji preparat należy usunąć strumieniem wody pod ciśnieniem, np. myjką ciśnieniową. Taka metoda pomaga wypłukać brud i resztki chemii z porów, szczelin oraz dużych powierzchni."
unikać rozgrzanego lakieru,ostrzezenia_bhp,"Nie należy nakładać produktu na lakier nagrzany słońcem lub po pracy pojazdu. Wysoka temperatura może powodować szybkie wysychanie środka, smugi, plamy lub uszkodzenie powłoki."
unikać żeliwa,ostrzezenia_bhp,"Preparatu nie należy stosować na żeliwie, jeśli producent tego nie przewiduje. Żeliwo jest podatne na korozję i może reagować z niektórymi środkami kwaśnymi lub zasadowymi."
przechowywać 5–25°C,ostrzezenia_bhp,"Produkt należy magazynować w temperaturze od 5 do 25°C, z dala od mrozu, przegrzania i bezpośredniego słońca. Zachowanie tego zakresu pomaga utrzymać skuteczność i stabilność preparatu."
unikać szyby czołowej,ostrzezenia_bhp,"Nie należy aplikować preparatu na szybę czołową, jeśli nie jest do tego przeznaczony. Pozostałości mogą ograniczać widoczność, powodować smugi lub wpływać na pracę wycieraczek."
aplikować na lakier,ostrzezenia_bhp,"Preparat należy nakładać bezpośrednio na lakierowaną powierzchnię zgodnie z instrukcją, zwykle równomiernie i bez dopuszczania do zaschnięcia. Dotyczy środków do mycia, ochrony lub pielęgnacji powłok lakierniczych."
zasadowy,odczyn_ph,"Produkt o pH powyżej neutralnego, skuteczny szczególnie przy usuwaniu tłuszczów, olejów i zabrudzeń organicznych. Wymaga ostrożności na delikatnych powierzchniach oraz stosowania zgodnie z zalecanym rozcieńczeniem."
neutralny,odczyn_ph,"Produkt o pH zbliżonym do 7, łagodny dla większości powierzchni i bezpieczniejszy w codziennym czyszczeniu. Często stosowany do podłóg, mebli, powierzchni zabezpieczonych i miejsc wymagających regularnej pielęgnacji."
lekko zasadowy,odczyn_ph,"Produkt o niewielkiej zasadowości, łączący dobrą skuteczność usuwania typowych zabrudzeń z łagodniejszym działaniem niż silne środki alkaliczne. Sprawdza się w bieżącym myciu powierzchni użytkowych i kuchennych."
silnie zasadowy,odczyn_ph,"Produkt o wysokim pH, przeznaczony do usuwania ciężkich zabrudzeń tłuszczowych, przypaleń, osadów organicznych i brudu przemysłowego. Może być żrący lub uszkadzać wrażliwe materiały, dlatego wymaga ochrony osobistej i ścisłego przestrzegania instrukcji."
kwaśny,odczyn_ph,"Produkt o pH poniżej neutralnego, stosowany głównie do usuwania kamienia, rdzy, osadów mineralnych i nalotów po wodzie. Nie powinien być używany na powierzchniach wrażliwych na kwasy, takich jak marmur, wapień czy niektóre metale."
